date,NAV,NAV_ACC,NAV_ADJ,OPEN,HIGH,LOW,CLOSE,PCT_CHG
2009-08-07,1.502,1.502,1.502,,,,,
2009-08-10,1.503,1.503,1.503,,,,,
2009-08-11,1.506,1.506,1.506,,,,,
2009-08-12,1.452,1.452,1.452,,,,,
2009-08-13,1.469,1.469,1.469,,,,,
2009-08-14,1.444,1.444,1.444,,,,,
2009-08-17,1.353,1.353,1.353,,,,,
2009-08-18,1.367,1.367,1.367,,,,,
2009-08-19,1.306,1.306,1.306,,,,,
2009-08-20,1.359,1.359,1.359,,,,,
2009-08-21,1.385,1.385,1.385,,,,,
2009-08-24,1.403,1.403,1.403,,,,,
2009-08-25,1.363,1.363,1.363,,,,,
2009-08-26,1.379,1.379,1.379,,,,,
2009-08-27,1.365,1.365,1.365,,,,,
2009-08-28,1.311,1.311,1.311,,,,,
2009-08-31,1.229,1.229,1.229,,,,,
2009-09-01,1.239,1.239,1.239,,,,,
2009-09-02,1.258,1.258,1.258,,,,,
2009-09-03,1.317,1.317,1.317,,,,,
2009-09-04,1.327,1.327,1.327,,,,,
2009-09-07,1.344,1.344,1.344,,,,,
2009-09-08,1.367,1.367,1.367,,,,,
2009-09-09,1.376,1.376,1.376,,,,,
2009-09-10,1.366,1.366,1.366,,,,,
2009-09-11,1.404,1.404,1.404,,,,,
2009-09-14,1.424,1.424,1.424,,,,,
2009-09-15,1.429,1.429,1.429,,,,,
2009-09-16,1.412,1.412,1.412,,,,,
2009-09-17,1.434,1.434,1.434,,,,,
2009-09-18,1.393,1.393,1.393,,,,,
2009-09-21,1.402,1.402,1.402,,,,,
2009-09-22,1.377,1.377,1.377,,,,,
2009-09-23,1.347,1.347,1.347,,,,,
2009-09-24,1.356,1.356,1.356,,,,,
2009-09-25,1.347,1.347,1.347,,,,,
2009-09-28,1.319,1.319,1.319,,,,,
2009-09-29,1.318,1.318,1.318,,,,,
2009-09-30,1.331,1.331,1.331,,,,,
2009-10-09,1.392,1.392,1.392,,,,,
2009-10-12,1.392,1.392,1.392,,,,,
2009-10-13,1.411,1.411,1.411,,,,,
2009-10-14,1.42,1.42,1.42,,,,,
2009-10-15,1.427,1.427,1.427,,,,,
2009-10-16,1.432,1.432,1.432,,,,,
2009-10-19,1.465,1.465,1.465,,,,,
2009-10-20,1.488,1.488,1.488,,,,,
2009-10-21,1.481,1.481,1.481,,,,,
2009-10-22,1.474,1.474,1.474,,,,,
2009-10-23,1.499,1.499,1.499,,,,,
2009-10-26,1.508,1.508,1.508,,,,,
2009-10-27,1.475,1.475,1.475,,,,,
2009-10-28,1.479,1.479,1.479,,,,,
2009-10-29,1.452,1.452,1.452,,,,,
2009-10-30,1.47,1.47,1.47,,,,,
2009-11-02,1.521,1.521,1.521,,,,,
2009-11-03,1.537,1.537,1.537,,,,,
2009-11-04,1.543,1.543,1.543,,,,,
2009-11-05,1.555,1.555,1.555,,,,,
2009-11-06,1.558,1.558,1.558,,,,,
2009-11-09,1.558,1.558,1.558,,,,,
2009-11-10,1.569,1.569,1.569,,,,,
2009-11-11,1.564,1.564,1.564,,,,,
2009-11-12,1.568,1.568,1.568,,,,,
2009-11-13,1.577,1.577,1.577,,,,,
2009-11-16,1.622,1.622,1.622,,,,,
2009-11-17,1.624,1.624,1.624,,,,,
2009-11-18,1.62,1.62,1.62,,,,,
2009-11-19,1.623,1.623,1.623,,,,,
2009-11-20,1.623,1.623,1.623,,,,,
2009-11-23,1.643,1.643,1.643,,,,,
2009-11-24,1.603,1.603,1.603,,,,,
2009-11-25,1.643,1.643,1.643,,,,,
2009-11-26,1.586,1.586,1.586,,,,,
2009-11-27,1.55,1.55,1.55,,,,,
2009-11-30,1.606,1.606,1.606,,,,,
2009-12-01,1.64,1.64,1.64,,,,,
2009-12-02,1.654,1.654,1.654,,,,,
2009-12-03,1.656,1.656,1.656,,,,,
2009-12-04,1.656,1.656,1.656,,,,,
2009-12-07,1.671,1.671,1.671,,,,,
2009-12-08,1.665,1.665,1.665,,,,,
2009-12-09,1.645,1.645,1.645,,,,,
2009-12-10,1.653,1.653,1.653,,,,,
2009-12-11,1.65,1.65,1.65,,,,,
2009-12-14,1.662,1.662,1.662,,,,,
2009-12-15,1.654,1.654,1.654,,,,,
2009-12-16,1.636,1.636,1.636,,,,,
2009-12-17,1.59,1.59,1.59,,,,,
2009-12-18,1.548,1.548,1.548,,,,,
2009-12-21,1.551,1.551,1.551,,,,,
2009-12-22,1.524,1.524,1.524,,,,,
2009-12-23,1.546,1.546,1.546,,,,,
2009-12-24,1.596,1.596,1.596,,,,,
2009-12-25,1.593,1.593,1.593,,,,,
2009-12-28,1.611,1.611,1.611,,,,,
2009-12-29,1.62,1.62,1.62,,,,,
2009-12-30,1.634,1.634,1.634,,,,,
2009-12-31,1.636,1.636,1.636,,,,,
2010-01-04,1.627,1.627,1.627,,,,,
2010-01-05,1.636,1.636,1.636,,,,,
2010-01-06,1.629,1.629,1.629,,,,,
2010-01-07,1.597,1.597,1.597,,,,,
2010-01-08,1.599,1.599,1.599,,,,,
2010-01-11,1.601,1.601,1.601,,,,,
2010-01-12,1.621,1.621,1.621,,,,,
2010-01-13,1.59,1.59,1.59,,,,,
2010-01-14,1.615,1.615,1.615,,,,,
2010-01-15,1.631,1.631,1.631,,,,,
2010-01-18,1.643,1.643,1.643,,,,,
2010-01-19,1.638,1.638,1.638,,,,,
2010-01-20,1.585,1.585,1.585,,,,,
2010-01-21,1.589,1.589,1.589,,,,,
2010-01-22,1.558,1.558,1.558,,,,,
2010-01-25,1.544,1.544,1.544,,,,,
2010-01-26,1.499,1.499,1.499,,,,,
2010-01-27,1.496,1.496,1.496,,,,,
2010-01-28,1.514,1.514,1.514,,,,,
2010-01-29,1.525,1.525,1.525,,,,,
2010-02-01,1.528,1.528,1.528,,,,,
2010-02-02,1.521,1.521,1.521,,,,,
2010-02-03,1.535,1.535,1.535,,,,,
2010-02-04,1.541,1.541,1.541,,,,,
2010-02-05,1.507,1.507,1.507,,,,,
2010-02-08,1.504,1.504,1.504,,,,,
2010-02-09,1.504,1.504,1.504,,,,,
2010-02-10,1.524,1.524,1.524,,,,,
2010-02-11,1.523,1.523,1.523,,,,,
2010-02-12,1.54,1.54,1.54,,,,,
2010-02-22,1.532,1.532,1.532,,,,,
2010-02-23,1.524,1.524,1.524,,,,,
2010-02-24,1.556,1.556,1.556,,,,,
2010-02-25,1.577,1.577,1.577,,,,,
2010-02-26,1.576,1.576,1.576,,,,,
2010-03-01,1.59,1.59,1.59,,,,,
2010-03-02,1.585,1.585,1.585,,,,,
2010-03-03,1.598,1.598,1.598,,,,,
2010-03-04,1.562,1.562,1.562,,,,,
2010-03-05,1.563,1.563,1.563,,,,,
2010-03-08,1.576,1.576,1.576,,,,,
2010-03-09,1.583,1.583,1.583,,,,,
2010-03-10,1.569,1.569,1.569,,,,,
2010-03-11,1.561,1.561,1.561,,,,,
2010-03-12,1.543,1.543,1.543,,,,,
2010-03-15,1.523,1.523,1.523,,,,,
2010-03-16,1.528,1.528,1.528,,,,,
2010-03-17,1.561,1.561,1.561,,,,,
2010-03-18,1.558,1.558,1.558,,,,,
2010-03-19,1.564,1.564,1.564,,,,,
2010-03-22,1.497,1.577,1.5777002760000003,,,,,
2010-03-23,1.489,1.569,1.569269012,,,,,
2010-03-24,1.5,1.58,1.5808620000000002,,,,,
2010-03-25,1.494,1.574,1.574538552,,,,,
2010-03-26,1.509,1.589,1.590347172,,,,,
2010-03-29,1.529,1.609,1.611425332,,,,,
2010-03-30,1.538,1.618,1.620910504,,,,,
2010-03-31,1.543,1.623,1.626180044,,,,,
2010-04-01,1.562,1.642,1.646204296,,,,,
2010-04-02,1.566,1.646,1.6504199280000005,,,,,
2010-04-06,1.56,1.64,1.6440964800000002,,,,,
2010-04-07,1.563,1.643,1.647258204,,,,,
2010-04-08,1.556,1.636,1.6398808480000002,,,,,
2010-04-09,1.582,1.662,1.667282456,,,,,
2010-04-12,1.587,1.667,1.6725519960000002,,,,,
2010-04-13,1.593,1.673,1.678875444,,,,,
2010-04-14,1.601,1.681,1.6873067080000002,,,,,
2010-04-15,1.584,1.664,1.6693902720000002,,,,,
2010-04-16,1.576,1.656,1.660959008,,,,,
2010-04-19,1.524,1.604,1.606155792,,,,,
2010-04-20,1.553,1.633,1.636719124,,,,,
2010-04-21,1.595,1.675,1.68098326,,,,,
2010-04-22,1.594,1.674,1.6799293520000005,,,,,
2010-04-23,1.586,1.666,1.671498088,,,,,
2010-04-26,1.585,1.665,1.67044418,,,,,
2010-04-27,1.555,1.635,1.63882694,,,,,
2010-04-28,1.559,1.639,1.643042572,,,,,
2010-04-29,1.529,1.609,1.611425332,,,,,
2010-04-30,1.514,1.594,1.5956167120000002,,,,,
2010-05-04,1.518,1.598,1.5998323440000002,,,,,
2010-05-05,1.557,1.637,1.640934756,,,,,
2010-05-06,1.504,1.584,1.5850776320000002,,,,,
2010-05-07,1.485,1.565,1.5650533800000002,,,,,
2010-05-10,1.453,1.533,1.5313283240000002,,,,,
2010-05-11,1.411,1.491,1.4870641880000002,,,,,
2010-05-12,1.398,1.478,1.473363384,,,,,
2010-05-13,1.437,1.517,1.514465796,,,,,
2010-05-14,1.444,1.524,1.521843152,,,,,
2010-05-17,1.391,1.471,1.465986028,,,,,
2010-05-18,1.414,1.494,1.490225912,,,,,
2010-05-19,1.422,1.502,1.498657176,,,,,
2010-05-20,1.405,1.485,1.48074074,,,,,
2010-05-21,1.424,1.504,1.500764992,,,,,
2010-05-24,1.469,1.549,1.5481908520000005,,,,,
2010-05-25,1.454,1.534,1.532382232,,,,,
2010-05-26,1.449,1.529,1.5271126920000002,,,,,
2010-05-27,1.468,1.548,1.547136944,,,,,
2010-05-28,1.48,1.56,1.55978384,,,,,
2010-05-31,1.463,1.543,1.5418674040000002,,,,,
2010-06-01,1.443,1.523,1.5207892440000002,,,,,
2010-06-02,1.449,1.529,1.5271126920000002,,,,,
2010-06-03,1.448,1.528,1.526058784,,,,,
2010-06-04,1.455,1.535,1.5334361400000005,,,,,
2010-06-07,1.457,1.537,1.5355439560000002,,,,,
2010-06-08,1.458,1.538,1.536597864,,,,,
2010-06-09,1.484,1.564,1.563999472,,,,,
2010-06-10,1.482,1.562,1.561891656,,,,,
2010-06-11,1.481,1.561,1.5608377480000002,,,,,
2010-06-17,1.455,1.535,1.5334361400000005,,,,,
2010-06-18,1.424,1.504,1.500764992,,,,,
2010-06-21,1.452,1.532,1.530274416,,,,,
2010-06-22,1.453,1.533,1.5313283240000002,,,,,
2010-06-23,1.449,1.529,1.5271126920000002,,,,,
2010-06-24,1.451,1.531,1.529220508,,,,,
2010-06-25,1.439,1.519,1.5165736120000002,,,,,
2010-06-28,1.424,1.504,1.500764992,,,,,
2010-06-29,1.372,1.452,1.4459617760000003,,,,,
2010-06-30,1.37,1.45,1.4438539600000002,,,,,
2010-07-01,1.35,1.43,1.4227758,,,,,
2010-07-02,1.331,1.411,1.402751548,,,,,
2010-07-05,1.331,1.411,1.402751548,,,,,
2010-07-06,1.352,1.432,1.4248836160000002,,,,,
2010-07-07,1.364,1.444,1.437530512,,,,,
2010-07-08,1.365,1.445,1.43858442,,,,,
2010-07-09,1.392,1.472,1.467039936,,,,,
2010-07-12,1.398,1.478,1.473363384,,,,,
2010-07-13,1.384,1.464,1.458608672,,,,,
2010-07-14,1.388,1.468,1.462824304,,,,,
2010-07-15,1.369,1.449,1.4428000520000002,,,,,
2010-07-16,1.367,1.447,1.440692236,,,,,
2010-07-19,1.385,1.465,1.45966258,,,,,
2010-07-20,1.412,1.492,1.488118096,,,,,
2010-07-21,1.412,1.492,1.488118096,,,,,
2010-07-22,1.425,1.505,1.5018189000000002,,,,,
2010-07-23,1.434,1.514,1.511304072,,,,,
2010-07-26,1.447,1.527,1.525004876,,,,,
2010-07-27,1.457,1.537,1.5355439560000002,,,,,
2010-07-28,1.478,1.558,1.557676024,,,,,
2010-07-29,1.477,1.557,1.5566221160000002,,,,,
2010-07-30,1.478,1.558,1.557676024,,,,,
2010-08-02,1.5,1.58,1.5808620000000002,,,,,
2010-08-03,1.477,1.557,1.5566221160000002,,,,,
2010-08-04,1.483,1.563,1.5629455640000005,,,,,
2010-08-05,1.496,1.576,1.576646368,,,,,
2010-08-06,1.516,1.596,1.597724528,,,,,
2010-08-09,1.525,1.605,1.6072097,,,,,
2010-08-10,1.491,1.571,1.5713768280000002,,,,,
2010-08-11,1.499,1.579,1.5798080920000002,,,,,
2010-08-12,1.483,1.563,1.5629455640000005,,,,,
2010-08-13,1.502,1.582,1.582969816,,,,,
2010-08-16,1.529,1.609,1.611425332,,,,,
2010-08-17,1.537,1.617,1.619856596,,,,,
2010-08-18,1.533,1.613,1.615640964,,,,,
2010-08-19,1.533,1.613,1.615640964,,,,,
2010-08-20,1.506,1.586,1.587185448,,,,,
2010-08-23,1.515,1.595,1.59667062,,,,,
2010-08-24,1.528,1.608,1.6103714240000002,,,,,
2010-08-25,1.509,1.589,1.590347172,,,,,
2010-08-26,1.514,1.594,1.5956167120000002,,,,,
2010-08-27,1.529,1.609,1.611425332,,,,,
2010-08-30,1.565,1.645,1.64936602,,,,,
2010-08-31,1.566,1.646,1.6504199280000005,,,,,
2010-09-01,1.549,1.629,1.632503492,,,,,
2010-09-02,1.573,1.653,1.657797284,,,,,
2010-09-03,1.58,1.66,1.6651746400000005,,,,,
2010-09-06,1.581,1.661,1.666228548,,,,,
2010-09-07,1.587,1.667,1.6725519960000002,,,,,
2010-09-08,1.597,1.677,1.6830910760000002,,,,,
2010-09-09,1.584,1.664,1.6693902720000002,,,,,
2010-09-10,1.602,1.682,1.6883606160000002,,,,,
2010-09-13,1.63,1.71,1.71787004,,,,,
2010-09-14,1.638,1.718,1.726301304,,,,,
2010-09-15,1.603,1.683,1.689414524,,,,,
2010-09-16,1.57,1.65,1.6546355600000002,,,,,
2010-09-17,1.587,1.667,1.6725519960000002,,,,,
2010-09-20,1.589,1.669,1.674659812,,,,,
2010-09-21,1.596,1.676,1.682037168,,,,,
2010-09-27,1.638,1.718,1.726301304,,,,,
2010-09-28,1.644,1.724,1.732624752,,,,,
2010-09-29,1.637,1.717,1.725247396,,,,,
2010-09-30,1.656,1.736,1.745271648,,,,,
2010-10-08,1.692,1.772,1.783212336,,,,,
2010-10-11,1.684,1.764,1.774781072,,,,,
2010-10-12,1.686,1.766,1.776888888,,,,,
2010-10-13,1.693,1.773,1.784266244,,,,,
2010-10-14,1.653,1.733,1.7421099240000002,,,,,
2010-10-15,1.648,1.728,1.736840384,,,,,
2010-10-18,1.619,1.699,1.706277052,,,,,
2010-10-19,1.676,1.756,1.766349808,,,,,
2010-10-20,1.702,1.782,1.793751416,,,,,
2010-10-21,1.697,1.777,1.788481876,,,,,
2010-10-22,1.714,1.794,1.806398312,,,,,
2010-10-25,1.76,1.84,1.85487808,,,,,
2010-10-26,1.749,1.829,1.843285092,,,,,
2010-10-27,1.736,1.816,1.829584288,,,,,
2010-10-28,1.736,1.816,1.829584288,,,,,
2010-10-29,1.738,1.818,1.831692104,,,,,
2010-11-01,1.783,1.863,1.879117964,,,,,
2010-11-02,1.769,1.849,1.864363252,,,,,
2010-11-03,1.74,1.82,1.83379992,,,,,
2010-11-04,1.772,1.852,1.867524976,,,,,
2010-11-05,1.791,1.871,1.887549228,,,,,
2010-11-08,1.812,1.892,1.9096812960000005,,,,,
2010-11-09,1.822,1.902,1.9202203760000005,,,,,
2010-11-10,1.841,1.921,1.940244628,,,,,
2010-11-11,1.838,1.918,1.937082904,,,,,
2010-11-12,1.746,1.826,1.840123368,,,,,
2010-11-15,1.781,1.861,1.877010148,,,,,
2010-11-16,1.727,1.807,1.820099116,,,,,
2010-11-17,1.679,1.759,1.769511532,,,,,
2010-11-18,1.694,1.774,1.7853201520000002,,,,,
2010-11-19,1.739,1.819,1.8327460120000003,,,,,
2010-11-22,1.759,1.839,1.853824172,,,,,
2010-11-23,1.75,1.83,1.844339,,,,,
2010-11-24,1.796,1.876,1.892818768,,,,,
2010-11-25,1.814,1.894,1.911789112,,,,,
2010-11-26,1.804,1.884,1.901250032,,,,,
2010-11-29,1.812,1.892,1.9096812960000005,,,,,
2010-11-30,1.761,1.841,1.855931988,,,,,
2010-12-01,1.748,1.828,1.842231184,,,,,
2010-12-02,1.761,1.841,1.855931988,,,,,
2010-12-03,1.751,1.831,1.845392908,,,,,
2010-12-06,1.734,1.814,1.827476472,,,,,
2010-12-07,1.76,1.84,1.85487808,,,,,
2010-12-08,1.766,1.846,1.861201528,,,,,
2010-12-09,1.746,1.826,1.840123368,,,,,
2010-12-10,1.761,1.841,1.855931988,,,,,
2010-12-13,1.808,1.888,1.9054656640000005,,,,,
2010-12-14,1.817,1.897,1.914950836,,,,,
2010-12-15,1.816,1.896,1.913896928,,,,,
2010-12-16,1.807,1.887,1.904411756,,,,,
2010-12-17,1.797,1.877,1.893872676,,,,,
2010-12-20,1.769,1.849,1.864363252,,,,,
2010-12-21,1.784,1.864,1.880171872,,,,,
2010-12-22,1.772,1.852,1.867524976,,,,,
2010-12-23,1.756,1.836,1.850662448,,,,,
2010-12-24,1.727,1.807,1.820099116,,,,,
2010-12-27,1.681,1.761,1.7716193480000002,,,,,
2010-12-28,1.653,1.733,1.7421099240000002,,,,,
2010-12-29,1.678,1.758,1.768457624,,,,,
2010-12-30,1.685,1.765,1.7758349800000002,,,,,
2010-12-31,1.712,1.792,1.804290496,,,,,
2011-01-04,1.738,1.818,1.831692104,,,,,
2011-01-05,1.721,1.801,1.813775668,,,,,
2011-01-06,1.708,1.788,1.8000748640000002,,,,,
2011-01-07,1.697,1.777,1.788481876,,,,,
2011-01-10,1.654,1.734,1.743163832,,,,,
2011-01-11,1.641,1.721,1.729463028,,,,,
2011-01-12,1.642,1.722,1.730516936,,,,,
2011-01-13,1.652,1.732,1.741056016,,,,,
2011-01-14,1.629,1.709,1.7168161320000002,,,,,
2011-01-17,1.57,1.65,1.6546355600000002,,,,,
2011-01-18,1.572,1.652,1.656743376,,,,,
2011-01-19,1.606,1.686,1.6925762480000002,,,,,
2011-01-20,1.569,1.649,1.653581652,,,,,
2011-01-21,1.568,1.648,1.652527744,,,,,
2011-01-24,1.535,1.615,1.61774878,,,,,
2011-01-25,1.525,1.605,1.6072097,,,,,
2011-01-26,1.542,1.622,1.6251261360000002,,,,,
2011-01-27,1.568,1.648,1.652527744,,,,,
2011-01-28,1.576,1.656,1.660959008,,,,,
2011-01-31,1.591,1.671,1.676767628,,,,,
2011-02-01,1.592,1.672,1.6778215360000002,,,,,
2011-02-09,1.58,1.66,1.6651746400000005,,,,,
2011-02-10,1.618,1.698,1.7052231440000003,,,,,
2011-02-11,1.634,1.714,1.722085672,,,,,
2011-02-14,1.67,1.75,1.76002636,,,,,
2011-02-15,1.666,1.746,1.755810728,,,,,
2011-02-16,1.681,1.761,1.7716193480000002,,,,,
2011-02-17,1.675,1.755,1.7652959,,,,,
2011-02-18,1.661,1.741,1.750541188,,,,,
2011-02-21,1.699,1.779,1.7905896920000002,,,,,
2011-02-22,1.66,1.74,1.74948728,,,,,
2011-02-23,1.671,1.751,1.7610802680000002,,,,,
2011-02-24,1.671,1.751,1.7610802680000002,,,,,
2011-02-25,1.668,1.748,1.757918544,,,,,
2011-02-28,1.693,1.773,1.784266244,,,,,
2011-03-01,1.701,1.781,1.7926975080000005,,,,,
2011-03-02,1.697,1.777,1.788481876,,,,,
2011-03-03,1.68,1.76,1.7705654400000002,,,,,
2011-03-04,1.693,1.773,1.784266244,,,,,
2011-03-07,1.712,1.792,1.804290496,,,,,
2011-03-08,1.714,1.794,1.806398312,,,,,
2011-03-09,1.719,1.799,1.811667852,,,,,
2011-03-10,1.704,1.784,1.795859232,,,,,
2011-03-11,1.69,1.77,1.78110452,,,,,
2011-03-14,1.697,1.777,1.788481876,,,,,
2011-03-15,1.675,1.755,1.7652959,,,,,
2011-03-16,1.697,1.777,1.788481876,,,,,
2011-03-17,1.668,1.748,1.757918544,,,,,
2011-03-18,1.58,1.75,1.76014686,,,,,
2011-03-21,1.569,1.739,1.747892673,,,,,
2011-03-22,1.584,1.754,1.7646029280000002,,,,,
2011-03-23,1.595,1.765,1.776857115,,,,,
2011-03-24,1.591,1.761,1.772401047,,,,,
2011-03-25,1.608,1.778,1.791339336,,,,,
2011-03-28,1.595,1.765,1.776857115,,,,,
2011-03-29,1.574,1.744,1.7534627580000002,,,,,
2011-03-30,1.568,1.738,1.746778656,,,,,
2011-03-31,1.554,1.724,1.7311824180000002,,,,,
2011-04-01,1.578,1.748,1.757918826,,,,,
2011-04-06,1.584,1.754,1.7646029280000002,,,,,
2011-04-07,1.591,1.761,1.772401047,,,,,
2011-04-08,1.612,1.782,1.7957954040000002,,,,,
2011-04-11,1.6,1.77,1.7824272,,,,,
2011-04-12,1.591,1.761,1.772401047,,,,,
2011-04-13,1.616,1.786,1.8002514720000002,,,,,
2011-04-14,1.611,1.781,1.794681387,,,,,
2011-04-15,1.607,1.777,1.790225319,,,,,
2011-04-18,1.607,1.777,1.790225319,,,,,
2011-04-19,1.584,1.754,1.7646029280000002,,,,,
2011-04-20,1.594,1.764,1.7757430980000002,,,,,
2011-04-21,1.604,1.774,1.7868832680000002,,,,,
2011-04-22,1.595,1.765,1.776857115,,,,,
2011-04-25,1.583,1.753,1.763488911,,,,,
2011-04-26,1.569,1.739,1.747892673,,,,,
2011-04-27,1.564,1.734,1.7423225880000002,,,,,
2011-04-28,1.547,1.717,1.723384299,,,,,
2011-04-29,1.558,1.728,1.735638486,,,,,
2011-05-03,1.569,1.739,1.747892673,,,,,
2011-05-04,1.535,1.705,1.710016095,,,,,
2011-05-05,1.539,1.709,1.714472163,,,,,
2011-05-06,1.542,1.712,1.717814214,,,,,
2011-05-09,1.543,1.713,1.718928231,,,,,
2011-05-10,1.551,1.721,1.727840367,,,,,
2011-05-11,1.555,1.725,1.732296435,,,,,
2011-05-12,1.543,1.713,1.718928231,,,,,
2011-05-13,1.549,1.719,1.725612333,,,,,
2011-05-16,1.531,1.701,1.705560027,,,,,
2011-05-17,1.53,1.7,1.70444601,,,,,
2011-05-18,1.544,1.714,1.7200422480000002,,,,,
2011-05-19,1.537,1.707,1.712244129,,,,,
2011-05-20,1.537,1.707,1.712244129,,,,,
2011-05-23,1.493,1.663,1.6632273810000002,,,,,
2011-05-24,1.49,1.66,1.65988533,,,,,
2011-05-25,1.479,1.649,1.647631143,,,,,
2011-05-26,1.472,1.642,1.639833024,,,,,
2011-05-27,1.458,1.628,1.624236786,,,,,
2011-05-30,1.444,1.614,1.608640548,,,,,
2011-05-31,1.458,1.628,1.624236786,,,,,
2011-06-01,1.465,1.635,1.632034905,,,,,
2011-06-02,1.447,1.617,1.611982599,,,,,
2011-06-03,1.468,1.638,1.635376956,,,,,
2011-06-07,1.479,1.649,1.647631143,,,,,
2011-06-08,1.479,1.649,1.647631143,,,,,
2011-06-09,1.453,1.623,1.6186667010000002,,,,,
2011-06-10,1.456,1.626,1.622008752,,,,,
2011-06-13,1.454,1.624,1.619780718,,,,,
2011-06-14,1.47,1.64,1.63760499,,,,,
2011-06-15,1.458,1.628,1.624236786,,,,,
2011-06-16,1.442,1.612,1.606412514,,,,,
2011-06-17,1.434,1.604,1.597500378,,,,,
2011-06-20,1.422,1.592,1.584132174,,,,,
2011-06-21,1.437,1.607,1.600842429,,,,,
2011-06-22,1.441,1.611,1.6052984970000002,,,,,
2011-06-23,1.465,1.635,1.632034905,,,,,
2011-06-24,1.492,1.662,1.662113364,,,,,
2011-06-27,1.501,1.671,1.672139517,,,,,
2011-06-28,1.503,1.673,1.674367551,,,,,
2011-06-29,1.485,1.655,1.6543152450000005,,,,,
2011-06-30,1.51,1.68,1.68216567,,,,,
2011-07-01,1.511,1.681,1.683279687,,,,,
2011-07-04,1.544,1.714,1.7200422480000002,,,,,
2011-07-05,1.543,1.713,1.718928231,,,,,
2011-07-06,1.544,1.714,1.7200422480000002,,,,,
2011-07-07,1.545,1.715,1.721156265,,,,,
2011-07-08,1.547,1.717,1.723384299,,,,,
2011-07-11,1.554,1.724,1.7311824180000002,,,,,
2011-07-12,1.538,1.708,1.713358146,,,,,
2011-07-13,1.556,1.726,1.7334104520000002,,,,,
2011-07-14,1.559,1.729,1.736752503,,,,,
2011-07-15,1.568,1.738,1.746778656,,,,,
2011-07-18,1.567,1.737,1.745664639,,,,,
2011-07-19,1.552,1.722,1.728954384,,,,,
2011-07-20,1.555,1.725,1.732296435,,,,,
2011-07-21,1.542,1.712,1.717814214,,,,,
2011-07-22,1.549,1.719,1.725612333,,,,,
2011-07-25,1.51,1.68,1.68216567,,,,,
2011-07-26,1.511,1.681,1.683279687,,,,,
2011-07-27,1.525,1.695,1.698875925,,,,,
2011-07-28,1.521,1.691,1.694419857,,,,,
2011-07-29,1.516,1.686,1.688849772,,,,,
2011-08-01,1.521,1.691,1.694419857,,,,,
2011-08-02,1.514,1.684,1.686621738,,,,,
2011-08-03,1.518,1.688,1.691077806,,,,,
2011-08-04,1.522,1.692,1.695533874,,,,,
2011-08-05,1.507,1.677,1.678823619,,,,,
2011-08-08,1.478,1.648,1.646517126,,,,,
2011-08-09,1.481,1.651,1.6498591770000002,,,,,
2011-08-10,1.501,1.671,1.672139517,,,,,
2011-08-11,1.528,1.698,1.702217976,,,,,
2011-08-12,1.536,1.706,1.711130112,,,,,
2011-08-15,1.55,1.72,1.72672635,,,,,
2011-08-16,1.537,1.707,1.712244129,,,,,
2011-08-17,1.53,1.7,1.70444601,,,,,
2011-08-18,1.507,1.677,1.678823619,,,,,
2011-08-19,1.5,1.67,1.6710255,,,,,
2011-08-22,1.483,1.653,1.6520872110000002,,,,,
2011-08-23,1.501,1.671,1.672139517,,,,,
2011-08-24,1.499,1.669,1.669911483,,,,,
2011-08-25,1.526,1.696,1.699989942,,,,,
2011-08-26,1.526,1.696,1.699989942,,,,,
2011-08-29,1.51,1.68,1.68216567,,,,,
2011-08-30,1.5,1.67,1.6710255,,,,,
2011-08-31,1.499,1.669,1.669911483,,,,,
2011-09-01,1.485,1.655,1.6543152450000005,,,,,
2011-09-02,1.476,1.646,1.644289092,,,,,
2011-09-05,1.452,1.622,1.617552684,,,,,
2011-09-06,1.438,1.608,1.601956446,,,,,
2011-09-07,1.461,1.631,1.6275788370000002,,,,,
2011-09-08,1.451,1.621,1.6164386670000002,,,,,
2011-09-09,1.447,1.617,1.611982599,,,,,
2011-09-13,1.431,1.601,1.5941583270000002,,,,,
2011-09-14,1.439,1.609,1.603070463,,,,,
2011-09-15,1.44,1.61,1.60418448,,,,,
2011-09-16,1.445,1.615,1.609754565,,,,,
2011-09-19,1.428,1.598,1.590816276,,,,,
2011-09-20,1.428,1.598,1.590816276,,,,,
2011-09-21,1.457,1.627,1.623122769,,,,,
2011-09-22,1.418,1.588,1.579676106,,,,,
2011-09-23,1.396,1.566,1.555167732,,,,,
2011-09-26,1.359,1.529,1.513949103,,,,,
2011-09-27,1.369,1.539,1.525089273,,,,,
2011-09-28,1.352,1.522,1.5061509840000002,,,,,
2011-09-29,1.333,1.503,1.484984661,,,,,
2011-09-30,1.33,1.5,1.4816426100000002,,,,,
2011-10-10,1.322,1.492,1.472730474,,,,,
2011-10-11,1.31,1.48,1.4593622700000002,,,,,
2011-10-12,1.352,1.522,1.5061509840000002,,,,,
2011-10-13,1.36,1.53,1.5150631200000002,,,,,
2011-10-14,1.354,1.524,1.508379018,,,,,
2011-10-17,1.364,1.534,1.519519188,,,,,
2011-10-18,1.336,1.506,1.488326712,,,,,
2011-10-19,1.328,1.498,1.479414576,,,,,
2011-10-20,1.297,1.467,1.444880049,,,,,
2011-10-21,1.293,1.463,1.440423981,,,,,
2011-10-24,1.321,1.491,1.471616457,,,,,
