date,NAV,NAV_ACC,NAV_ADJ,OPEN,HIGH,LOW,CLOSE,PCT_CHG
2014-01-02,1.337,1.817,1.913853998,,,,,
2014-01-03,1.332,1.812,1.906696728,,,,,
2014-01-06,1.302,1.782,1.863753108,,,,,
2014-01-07,1.309,1.789,1.873773286,,,,,
2014-01-08,1.311,1.791,1.876636194,,,,,
2014-01-09,1.3,1.78,1.8608902,,,,,
2014-01-10,1.283,1.763,1.836555482,,,,,
2014-01-13,1.274,1.754,1.823672396,,,,,
2014-01-14,1.293,1.773,1.850870022,,,,,
2014-01-15,1.296,1.776,1.855164384,,,,,
2014-01-16,1.295,1.775,1.85373293,,,,,
2014-01-17,1.276,1.756,1.826535304,,,,,
2014-01-20,1.229,1.745,1.810331748,,,,,
2014-01-21,1.243,1.759,1.830953916,,,,,
2014-01-22,1.272,1.788,1.873671264,,,,,
2014-01-23,1.28,1.796,1.88545536,,,,,
2014-01-24,1.297,1.813,1.910496564,,,,,
2014-01-27,1.287,1.803,1.895766444,,,,,
2014-01-28,1.283,1.799,1.889874396,,,,,
2014-01-29,1.284,1.8,1.891347408,,,,,
2014-01-30,1.271,1.787,1.872198252,,,,,
2014-02-07,1.283,1.799,1.889874396,,,,,
2014-02-10,1.314,1.83,1.935537768,,,,,
2014-02-11,1.312,1.828,1.932591744,,,,,
2014-02-12,1.318,1.834,1.941429816,,,,,
2014-02-13,1.304,1.82,1.920807648,,,,,
2014-02-14,1.322,1.838,1.947321864,,,,,
2014-02-17,1.343,1.859,1.978255116,,,,,
2014-02-18,1.333,1.849,1.963524996,,,,,
2014-02-19,1.337,1.853,1.969417044,,,,,
2014-02-20,1.323,1.839,1.948794876,,,,,
2014-02-21,1.315,1.831,1.93701078,,,,,
2014-02-24,1.296,1.812,1.909023552,,,,,
2014-02-25,1.259,1.775,1.854522108,,,,,
2014-02-26,1.263,1.779,1.860414156,,,,,
2014-02-27,1.236,1.752,1.820642832,,,,,
2014-02-28,1.247,1.763,1.836845964,,,,,
2014-03-03,1.265,1.781,1.86336018,,,,,
2014-03-04,1.263,1.779,1.860414156,,,,,
2014-03-05,1.252,1.768,1.844211024,,,,,
2014-03-06,1.266,1.782,1.864833192,,,,,
2014-03-07,1.263,1.779,1.860414156,,,,,
2014-03-10,1.234,1.75,1.817696808,,,,,
2014-03-11,1.247,1.763,1.836845964,,,,,
2014-03-12,1.243,1.759,1.830953916,,,,,
2014-03-13,1.254,1.77,1.847157048,,,,,
2014-03-14,1.256,1.772,1.850103072,,,,,
2014-03-17,1.274,1.79,1.876617288,,,,,
2014-03-18,1.269,1.785,1.869252228,,,,,
2014-03-19,1.255,1.771,1.84863006,,,,,
2014-03-20,1.24,1.756,1.82653488,,,,,
2014-03-21,1.274,1.79,1.876617288,,,,,
2014-03-24,1.279,1.795,1.883982348,,,,,
2014-03-25,1.268,1.784,1.867779216,,,,,
2014-03-26,1.271,1.787,1.872198252,,,,,
2014-03-27,1.26,1.776,1.85599512,,,,,
2014-03-28,1.254,1.77,1.847157048,,,,,
2014-03-31,1.254,1.77,1.847157048,,,,,
2014-04-01,1.266,1.782,1.864833192,,,,,
2014-04-02,1.275,1.791,1.8780903,,,,,
2014-04-03,1.276,1.792,1.879563312,,,,,
2014-04-04,1.29,1.806,1.90018548,,,,,
2014-04-08,1.309,1.825,1.928172708,,,,,
2014-04-09,1.314,1.83,1.935537768,,,,,
2014-04-10,1.319,1.835,1.942902828,,,,,
2014-04-11,1.315,1.831,1.93701078,,,,,
2014-04-14,1.32,1.836,1.94437584,,,,,
2014-04-15,1.304,1.82,1.920807648,,,,,
2014-04-16,1.307,1.823,1.925226684,,,,,
2014-04-17,1.303,1.819,1.919334636,,,,,
2014-04-18,1.307,1.823,1.925226684,,,,,
2014-04-21,1.297,1.813,1.910496564,,,,,
2014-04-22,1.297,1.813,1.910496564,,,,,
2014-04-23,1.288,1.804,1.897239456,,,,,
2014-04-24,1.283,1.799,1.889874396,,,,,
2014-04-25,1.271,1.787,1.872198252,,,,,
2014-04-28,1.24,1.756,1.82653488,,,,,
2014-04-29,1.254,1.77,1.847157048,,,,,
2014-04-30,1.26,1.776,1.85599512,,,,,
2014-05-05,1.262,1.778,1.858941144,,,,,
2014-05-06,1.266,1.782,1.864833192,,,,,
2014-05-07,1.25,1.766,1.841265,,,,,
2014-05-08,1.246,1.762,1.835372952,,,,,
2014-05-09,1.238,1.754,1.823588856,,,,,
2014-05-12,1.258,1.774,1.853049096,,,,,
2014-05-13,1.257,1.773,1.851576084,,,,,
2014-05-14,1.261,1.777,1.857468132,,,,,
2014-05-15,1.244,1.76,1.832426928,,,,,
2014-05-16,1.243,1.759,1.830953916,,,,,
2014-05-19,1.231,1.747,1.813277772,,,,,
2014-05-20,1.234,1.75,1.817696808,,,,,
2014-05-21,1.241,1.757,1.828007892,,,,,
2014-05-22,1.241,1.757,1.828007892,,,,,
2014-05-23,1.25,1.766,1.841265,,,,,
2014-05-26,1.258,1.774,1.853049096,,,,,
2014-05-27,1.254,1.77,1.847157048,,,,,
2014-05-28,1.269,1.785,1.869252228,,,,,
2014-05-29,1.264,1.78,1.861887168,,,,,
2014-05-30,1.266,1.782,1.864833192,,,,,
2014-06-03,1.266,1.782,1.864833192,,,,,
2014-06-04,1.256,1.772,1.850103072,,,,,
2014-06-05,1.264,1.78,1.861887168,,,,,
2014-06-06,1.263,1.779,1.860414156,,,,,
2014-06-09,1.256,1.772,1.850103072,,,,,
2014-06-10,1.271,1.787,1.872198252,,,,,
2014-06-11,1.272,1.788,1.873671264,,,,,
2014-06-12,1.274,1.79,1.876617288,,,,,
2014-06-13,1.287,1.803,1.895766444,,,,,
2014-06-16,1.29,1.806,1.90018548,,,,,
2014-06-17,1.277,1.793,1.881036324,,,,,
2014-06-18,1.269,1.785,1.869252228,,,,,
2014-06-19,1.254,1.77,1.847157048,,,,,
2014-06-20,1.263,1.779,1.860414156,,,,,
2014-06-23,1.269,1.785,1.869252228,,,,,
2014-06-24,1.277,1.793,1.881036324,,,,,
2014-06-25,1.272,1.788,1.873671264,,,,,
2014-06-26,1.287,1.803,1.895766444,,,,,
2014-06-27,1.291,1.807,1.901658492,,,,,
2014-06-30,1.298,1.814,1.911969576,,,,,
2014-07-01,1.294,1.81,1.906077528,,,,,
2014-07-02,1.294,1.81,1.906077528,,,,,
2014-07-03,1.305,1.821,1.92228066,,,,,
2014-07-04,1.305,1.821,1.92228066,,,,,
2014-07-07,1.311,1.827,1.931118732,,,,,
2014-07-08,1.311,1.827,1.931118732,,,,,
2014-07-09,1.292,1.808,1.903131504,,,,,
2014-07-10,1.283,1.799,1.889874396,,,,,
2014-07-11,1.292,1.808,1.903131504,,,,,
2014-07-14,1.308,1.824,1.926699696,,,,,
2014-07-15,1.307,1.823,1.925226684,,,,,
2014-07-16,1.301,1.817,1.916388612,,,,,
2014-07-17,1.293,1.809,1.904604516,,,,,
2014-07-18,1.305,1.821,1.92228066,,,,,
2014-07-21,1.312,1.828,1.932591744,,,,,
2014-07-22,1.327,1.843,1.954686924,,,,,
2014-07-23,1.322,1.838,1.947321864,,,,,
2014-07-24,1.341,1.857,1.975309092,,,,,
2014-07-25,1.346,1.862,1.982674152,,,,,
2014-07-28,1.372,1.888,2.020972464,,,,,
2014-07-29,1.39,1.906,2.04748668,,,,,
2014-07-30,1.383,1.899,2.037175596,,,,,
2014-07-31,1.394,1.91,2.053378728,,,,,
2014-08-01,1.378,1.894,2.029810536,,,,,
2014-08-04,1.394,1.91,2.053378728,,,,,
2014-08-05,1.392,1.908,2.050432704,,,,,
2014-08-06,1.381,1.897,2.034229572,,,,,
2014-08-07,1.37,1.886,2.0180264400000003,,,,,
2014-08-08,1.371,1.887,2.019499452,,,,,
2014-08-11,1.39,1.906,2.04748668,,,,,
2014-08-12,1.392,1.908,2.050432704,,,,,
2014-08-13,1.392,1.908,2.050432704,,,,,
2014-08-14,1.376,1.892,2.026864512,,,,,
2014-08-15,1.39,1.906,2.04748668,,,,,
2014-08-18,1.399,1.915,2.060743788,,,,,
2014-08-19,1.399,1.915,2.060743788,,,,,
2014-08-20,1.391,1.907,2.048959692,,,,,
2014-08-21,1.39,1.906,2.04748668,,,,,
2014-08-22,1.401,1.917,2.063689812,,,,,
2014-08-25,1.389,1.905,2.046013668,,,,,
2014-08-26,1.376,1.892,2.026864512,,,,,
2014-08-27,1.379,1.895,2.031283548,,,,,
2014-08-28,1.363,1.879,2.007715356,,,,,
2014-08-29,1.377,1.893,2.028337524,,,,,
2014-09-01,1.392,1.908,2.050432704,,,,,
2014-09-02,1.406,1.922,2.071054872,,,,,
2014-09-03,1.419,1.935,2.090204028,,,,,
2014-09-04,1.431,1.947,2.107880172,,,,,
2014-09-05,1.435,1.951,2.11377222,,,,,
2014-09-09,1.43,1.946,2.10640716,,,,,
2014-09-10,1.426,1.942,2.100515112,,,,,
2014-09-11,1.42,1.936,2.09167704,,,,,
2014-09-12,1.435,1.951,2.11377222,,,,,
2014-09-15,1.439,1.955,2.119664268,,,,,
2014-09-16,1.399,1.915,2.060743788,,,,,
2014-09-17,1.403,1.919,2.066635836,,,,,
2014-09-18,1.416,1.932,2.085784992,,,,,
2014-09-19,1.432,1.948,2.109353184,,,,,
2014-09-22,1.402,1.918,2.065162824,,,,,
2014-09-23,1.415,1.931,2.08431198,,,,,
2014-09-24,1.435,1.951,2.11377222,,,,,
2014-09-25,1.429,1.945,2.104934148,,,,,
2014-09-26,1.423,1.939,2.0960960760000003,,,,,
2014-09-29,1.435,1.951,2.11377222,,,,,
2014-09-30,1.437,1.953,2.116718244,,,,,
2014-10-08,1.465,1.981,2.15796258,,,,,
2014-10-09,1.467,1.983,2.1609086040000003,,,,,
2014-10-10,1.461,1.977,2.152070532,,,,,
2014-10-13,1.447,1.963,2.131448364,,,,,
2014-10-14,1.438,1.954,2.118191256,,,,,
2014-10-15,1.454,1.97,2.141759448,,,,,
2014-10-16,1.443,1.959,2.125556316,,,,,
2014-10-17,1.441,1.957,2.122610292,,,,,
2014-10-20,1.463,1.979,2.155016556,,,,,
2014-10-21,1.45,1.966,2.1358674,,,,,
2014-10-22,1.439,1.955,2.119664268,,,,,
2014-10-23,1.425,1.941,2.0990421,,,,,
2014-10-24,1.429,1.945,2.104934148,,,,,
2014-10-27,1.427,1.943,2.101988124,,,,,
2014-10-28,1.455,1.971,2.14323246,,,,,
2014-10-29,1.477,1.993,2.175638724,,,,,
2014-10-30,1.475,1.991,2.1726927000000003,,,,,
2014-10-31,1.478,1.994,2.177111736,,,,,
2014-11-03,1.489,2.005,2.1933148680000003,,,,,
2014-11-04,1.473,1.989,2.169746676,,,,,
2014-11-05,1.46,1.976,2.15059752,,,,,
2014-11-06,1.465,1.981,2.15796258,,,,,
2014-11-07,1.466,1.982,2.159435592,,,,,
2014-11-10,1.481,1.997,2.1815307720000003,,,,,
2014-11-11,1.45,1.966,2.1358674,,,,,
2014-11-12,1.465,1.981,2.15796258,,,,,
2014-11-13,1.451,1.967,2.137340412,,,,,
2014-11-14,1.45,1.966,2.1358674,,,,,
2014-11-17,1.453,1.969,2.140286436,,,,,
2014-11-18,1.447,1.963,2.131448364,,,,,
2014-11-19,1.446,1.962,2.129975352,,,,,
2014-11-20,1.445,1.961,2.1285023400000003,,,,,
